data_source,note,code,name,address,city,county,state,zip_code,AOR,date_of_last_use,date_of_first_use,latitude,longitude
sarahs research,"exact latitude, longitude (city)",LAWINCI,WINN CORRECTIONAL CENTER,,Winnfield,Winn,LA,,,,,31.924,-92.6425
locations.csv,"exact latitude, longitude (city)",LAWREPA,LAWRENCE COUNTY CORRECTIONS,111 SOUTH MILTON STREET,NEW CASTLE,LAWRENCE,PA,16101,PHI,2005-12-12,2003-10-03,40.99906979,-80.33782425
locations.csv,"exact latitude, longitude (city)",LAWRESD,LAWRENCE COUNTY,80 SHERMAN STREET,DEADWOOD,LAWRENCE,SD,57732,SPM,31/05/2009,29/10/1997,44.37513576,-103.7293156
sarahs research,"exact latitude, longitude (city)",LBJHSTX,,,,,TX,,,,,31.0545,-97.5635
locations.csv,"exact latitude, longitude (city)",LBKHOLD,LUBBOCK HOLD ROOM,"1205 TEXAS AVE, SUITE 605",LUBBOCK,LUBBOCK,TX,79401,DAL,2002-06-17,26/04/2014,33.58437,-101.845109
locations.csv,"exact latitude, longitude (city)",LDFHOLD,LOVELAND HOLDROOM,350 E. 7TH STREET,LOVELAND,LARIMER,CO,80537,DEN,30/01/2011,28/01/2011,40.39847612,-105.0725195
locations.csv,"exact latitude, longitude (city)",LEACONM,LEA COUNTY DETENTION CENTER,1401 SOUTH COMMERCIAL STREET,LOVINGTON,LEA,NM,88260,ELP,18/04/2017,21/07/2007,32.93424105,-103.3390551
locations.csv,"exact latitude, longitude (city)",LEECJIL,LEE COUNTY JAIL,122 W. 3RD STREET,DIXON,LEE,IL,61021,CHI,25/07/2006,22/02/1988,41.84141374,-89.48274059
locations.csv,"exact latitude, longitude (city)",LEECOTX,LEE COUNTY JAIL,424 SOUTH MAIN STREET,GIDDINS,GIDDINS,TX,78942,SNA,,,30.165322,-96.944578
locations.csv,"exact latitude, longitude (city)",LEHIGPA,LEHIGH COUNTY JAIL (PENNSYLVANIA),38 N 4TH ST,ALLENTOWN,LEHIGH,PA,18102,PHI,2005-06-07,9/12/86,40.60479398,-75.46572184
sarahs research,"county approximate center only (latitude, longitude)",LEVYCFL,LEVY COUNTY JAIL,,,Levy,FL,,,,,29.3336,-82.5357
locations.csv,"exact latitude, longitude (city)",LEWISMT,LEWIS & CLARK COUNTY JAIL,221 BRECKENRIDGE STREET,HELENA,LEWIS AND CLARK,MT,59601,SLC,29/09/2016,22/01/1991,46.58637942,-112.036538
locations.csv,"exact latitude, longitude (city)",LEWISNY,LEWIS COUNTY JAIL,5252 OUTER STOWE STREET,LOWVILLE,LEWIS,NY,13367,BUF,16/07/2012,9/8/98,43.778601,-75.500889
sarahs research,"county approximate center only (latitude, longitude)",LEXFCKY,,,,Fayette,KY,,,,,38.0423,-84.4587
locations.csv,"exact latitude, longitude (city)",LEXINSC,LEXINGTON COUNTY JAIL,521 GIBSON ROAD,LEXINGTON,LEXINGTON,SC,29072,ATL,2001-11-17,2007-12-10,33.97848075,-81.25083986
sarahs research,Latitude Longitude based only on state,LHMCBMA,LAHEY HOSPITAL & MED CTR,,,,MA,,,,,42.2302,-71.5301
sarahs research,Latitude Longitude based only on state,LICEPLA,LOUISIANA ICE PROCESSING CENTER,,,,LA,,,,,31.1695,-91.8678
locations.csv,"exact latitude, longitude (city)",LIMESTX,LIMESTONE COUNTY DETENTION CENTER,910 NORTH TYUS STREET,GROESBECK,LIMESTONE,TX,76642,SNA,13/07/2013,19/07/1991,31.52878353,-96.51234696
sarahs research,Latitude Longitude based only on state,LIMMCTX,LIMESTON MEDICAL CENTER,,,,TX,,,,,31.0545,-97.5635
locations.csv,"exact latitude, longitude (city)",LINCOCO,LINCOLN COUNTY JAIL,"BOX 10, 103 3RD AVENUE",HUGO,LINCOLN,CO,80821,DEN,27/06/2007,25/01/1997,39.132499,-103.472434
locations.csv,"exact latitude, longitude (city)",LINCOME,LINCOLN COUNTY JAIL,"42 Bath Rd, Wiscasset, ME 04578",WISCASSETT,LINCOLN,ME,4578,BOS,22/01/2006,2011-08-03,44.004991,-69.669542
locations.csv,"exact latitude, longitude (city)",LINCOMO,LINCOLN COUNTY DETENTION CENTER,65 BUSINESS PARK DRIVE,TROY,LINCOLN,MO,63379,CHI,2004-11-17,28/02/2000,38.97101443,-90.96348024
locations.csv,"exact latitude, longitude (city)",LINCONE,LINCOLN COUNTY JAIL,3020 N JEFFERS,NORTH PLATTE,LINCOLN,NE,69101,SPM,2002-10-03,24/08/1992,41.107277,-100.764118
locations.csv,"exact latitude, longitude (city)",LINCOWY,LINCOLN COUNTY JAIL,"1032 Beech Ave Kemmerer, WY 83101",KEMMERER,JASPER,WY,83101,DEN,2005-03-08,14/12/2007,41.7931166,-110.5416241
locations.csv,"exact latitude, longitude (city)",LINNCOR,LINN CO JAIL,1115 JACKSON STREET SOUTHEAST,ALBANY,LINN,OR,97322,SEA,2002-06-15,28/02/1991,44.62942952,-123.0978208
locations.csv,"exact latitude, longitude (city)",LINNJIA,LINN COUNTY JAIL,53 3RD AVENUE BRIDGE,CEDAR RAPIDS,LINN,IA,52401,SPM,2004-11-17,28/01/1994,41.97529487,-91.67008471
sarahs research,Latitude Longitude based only on state,LIRSFCO,LIRS - LFSRM FORT COLLINS LTFC CO,,,,CO,,,,,39.0598,-105.3111
locations.csv,"exact latitude, longitude (city)",LIRSJUV,LUTHERAN IMMIGRATION AND REFERRAL SERVICES,700 LIGHT STREET,BALTIMORE,BALTIMORE CITY,MD,21230,BAL,,,39.28076095,-76.61331384
locations.csv,"exact latitude, longitude (city)",LIVINNY,LIVINGSTON COUNTY JAIL,4 COURT STREET,GENESEO,LIVINGSTON,NY,14454,BUF,2004-11-17,22/11/1996,42.800297,-77.816272
locations.csv,"exact latitude, longitude (city)",LKLNDLA,LAKELAND NURSING HOME,81 HILLSDALE DR.,PINEVILLE,RAPIDES,LA,71360,NOL,21/05/2009,2011-05-04,31.3402,-92.39921
locations.csv,"exact latitude, longitude (city)",LKWDSMN,LAKE OF THE WOODS COUNTY JAIL,"808 2ND ST., SE",BAUDETTE,LAKE OF THE WOODS,MN,56623,SPM,2011-01-07,2010-01-07,48.7105187,-94.5992934
locations.csv,"exact latitude, longitude (city)",LLUMCCA,LOMA LINDA UNIVERSITY MED CENTER,11234 ANDERSON STREET,LOMA LINDA,SAN BERNARDINO,CA,92354,LOS,26/10/2017,2008-10-14,34.04911185,-117.2634355
sarahs research,"exact latitude, longitude (city)",LOCMHNY,,,,,NY,,,,,42.1657,-74.9481
locations.csv,"exact latitude, longitude (city)",LOGANCO,LOGAN COUNTY JAIL,110 NORTH RIVERVIEW ROAD,STERLING,LOGAN,CO,80751,DEN,15/11/2007,27/09/1990,40.6243337,-103.1791793
sarahs research,"county approximate center only (latitude, longitude)",LOGANOK,LOGAN COUNTY JAIL,,,Logan,OK,,,,,35.8424,-97.4366
locations.csv,"exact latitude, longitude (city)",LONOKAR,LONOKE COUNTY DETENTION,3RD AND WRIGHT STREET,LONOKE,LONOKE,AR,72086,NOL,19/12/2004,11/2/98,34.7876874,-91.8980025
locations.csv,"exact latitude, longitude (city)",LONPDAR,LONOKE POLICE DEPARTMENT,203 W. FRONT STREET,LONOKE,LONOKE,AR,72086,NOL,2004-11-17,2012-03-02,34.5416135,-91.7548073
locations.csv,"exact latitude, longitude (city)",LOSCJCA,LOS ANGELES COUNTY JAIL,450 BAUCHET STREET,LOS ANGELES,LOS ANGELES,CA,90012,LOS,24/11/2013,22/10/1980,34.05905809,-118.2313412
locations.csv,"exact latitude, longitude (city)",LOSHOLD,LOS ANGELES CUSTODY CASE,300 N. LOS ANGELES ST. RM B-18,SAN PEDRO,LOS ANGELES,CA,90731,LOS,2004-11-17,1/1/83,34.054044,-118.239721
locations.csv,"exact latitude, longitude (city)",LOSPACA,LOS PADRINOS JUVENILE HALL,7285 QUILL DRIVE,DOWNEY,LOS ANGELES,CA,90242,LOS,2006-04-03,8/1/98,33.93573634,-118.1618771
locations.csv,"exact latitude, longitude (city)",LOUCOVA,LOUDOUN COUNTY JAIL,42035 LOUDOUN CENTER PLACE,LEESBURG,LOUDOUN,VA,20175,WAS,23/02/2010,15/08/1994,39.075238,-77.544925
locations.csv,"exact latitude, longitude (city)",LOUHOLD,LOUISVILLE HOLD ROOM,400 S 6TH STREET,LOUISVILLE,JEFFERSON,KY,40202,CHI,2009-10-17,2009-01-14,38.25320155,-85.76107196
locations.csv,"exact latitude, longitude (city)",LOYMCIL,LOYOLA MEDICAL CENTER,2160 S. FIRST AVE.,MAYWOOD,COOK,IL,60153,CHI,2004-11-10,13/07/2006,41.86058,-87.834527
sarahs research,Latitude Longitude based only on state,LPAPSAZ,LA PALMA CORR CTR APSO,,,,AZ,,,,,33.7298,-111.4312
sarahs research,"exact latitude, longitude (city)",LPD77CA,LOS ANGELES POLICE PD 77TH DIV.,,Los Angeles,Los Angeles,CA,,,,,34.1141,-118.4068
sarahs research,Latitude Longitude based only on state,LPZRHAZ,LA PAZ REGIONAL HOSPITAL,,,,AZ,,,,,33.7298,-111.4312
locations.csv,,LRAHOLD,LITTLE ROCK HOLD ROOM,UNAVAILABLE,LITTLE ROCK,PULASKI,AR,72201,NOL,,,34.9697,-92.3731
locations.csv,"exact latitude, longitude (city)",LRDHOLD,LAREDO DETENTION CENTER HOLD ROOM,4702 EAST SAUNDERS STREET,LAREDO,WEBB,TX,78041,SNA,2012-06-17,25/05/2011,27.529078,-99.44792
locations.csv,"exact latitude, longitude (city)",LRDICDF,LAREDO PROCESSING CENTER,4702 EAST SAUNDERS STREET,LAREDO,WEBB,TX,78041,SNA,2004-11-17,20/06/1983,27.5294764,-99.44777311
sarahs research,Latitude Longitude based only on state,LRDMCTX,LAREDO MEDICAL CENTER,,,,TX,,,,,31.0545,-97.5635
sarahs research,Latitude Longitude based only on state,LRKBHFL,LARKIN BEHAVIORAL HEALTH SVCS,,,,FL,,,,,27.7663,-81.6868
locations.csv,"exact latitude, longitude (city)",LRKNHFL,LARKIN HOSPITAL,6129 SW 70TH ST,SOUTH MIAMI,MIAMI-DADE,FL,33143,MIA,2004-11-17,18/03/2009,25.7062706,-80.29266702
locations.csv,"exact latitude, longitude (city)",LSFHOLD,LOS FRESNOS HOLD ROOM,"213 Orive Blvd, Los Fresnos, TX 78566",LOS FRESNOS,CAMERON,TX,78566,SNA,15/03/2016,12/6/00,26.0745673,-97.5121806
locations.csv,"exact latitude, longitude (city)",LSHOSMA,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,SUFFOLK,MA,2130,BOS,2007-08-16,14/04/1994,42.2999102,-71.1063401
locations.csv,"exact latitude, longitude (city)",LSRDCTX,LA SALLE COUNTY REGIONAL DETENTION CENTER,832 EAST TEXAS STATE HIGHWAY 44,ENCINAL,LA SALLE,TX,78019,SNA,2004-11-17,2010-06-11,28.045288,-99.336083
sarahs research,"exact latitude, longitude (city)",LTVHOLD,,,Lorton,Fairfax,VA,,,,,38.6983,-77.2164
locations.csv,"exact latitude, longitude (city)",LUBBOTX,LUBBOCK COUNTY DETENTION CENTER,811 MAIN STREET,LUBBOCK,LUBBOCK,TX,79401,DAL,30/10/2017,2002-01-07,33.5854229,-101.8434337
locations.csv,"exact latitude, longitude (city)",LUFKNTX,LUFKIN POLICE DEPARTMENT,300 E. SHEPHERD STREET,LUFKIN,ANGELINA,TX,75901,HOU,,,31.336934,-94.726863
locations.csv,"exact latitude, longitude (city)",LUNCONM,LUNA COUNTY DETENTION CENTER,1700 4TH STREET NORTHEAST,DEMING,LUNA,NM,88030,ELP,2003-06-11,15/08/1997,32.275782,-107.777403
locations.csv,"exact latitude, longitude (city)",LVGCINV,LAS VEGAS CITY JAIL,LAS VEGAS CITY JAIL,LAS VEGAS,CLARK,NV,89101,SLC,26/01/2005,1/6/91,36.166628,-115.100271
locations.csv,"exact latitude, longitude (city)",LVGHOLD,LAS VEGAS HOLD ROOM,3373 PEPPER LANE,LAS VEGAS,CLARK,NV,89120,SLC,29/10/2017,22/10/2008,36.0583473,-115.2251266
sarahs research,"exact latitude, longitude (city)",LVYHOPA,,,,,PA,,,,,40.5908,-77.2098
locations.csv,"exact latitude, longitude (city)",LYOLAIL,LOYOLA CENTER FOR HEALTH,1211 W ROOSEVELT RD,MAYWOOD,COOK,IL,60153,CHI,2012-10-17,2006-12-16,41.86428869,-87.84715661
locations.csv,"exact latitude, longitude (city)",LYONCMN,LYON COUNTY JAIL,611 WEST MAIN ST.,MARSHALL,LYON,MN,56258,SPM,22/02/2004,16/07/1996,44.45052154,-95.79397888
locations.csv,"exact latitude, longitude (city)",LYONJIA,LYON COUNTY JAIL,410 SOUTH BOONE STREET,ROCK RAPIDS,LYON,IA,51246,SPM,2006-01-03,30/03/1998,43.4274954,-96.16940686
locations.csv,"exact latitude, longitude (city)",MABSHOS,BRIDGEWATER STATE HOSPITAL,BRIDGEWATER STATE HOSPITAL,BRIDGEWATER,PLYMOUTH,MA,2324,BOS,2011-06-15,9/11/00,41.9466983,-70.9526157
locations.csv,"exact latitude, longitude (city)",MACCOMI,MACOMB COUNTY JAIL,43565 ELIZABETH ROAD,MOUNT CLEMENS,MACOMB,MI,48043,DET,13/10/2011,29/10/1990,42.61252834,-82.88227369
locations.csv,"exact latitude, longitude (city)",MACONIL,MACON COUNTY JUVENILE FACILITY,333 S. FRANKLIN,DECATUR,MACON,IL,62523,CHI,24/08/1992,17/08/1990,39.839246,-88.953166
locations.csv,"exact latitude, longitude (city)",MADISIA,MADISON COUNTY JAIL,1012 NORTH 1ST STREET,WINTERSET,MADISON,IA,50273,SPM,2002-10-02,10/4/00,41.343417,-94.013567
locations.csv,"exact latitude, longitude (city)",MADISID,MADISON COUNTY JAIL,15 NORTH 2ND STREET EAST,REXBURG,MADISON,ID,83440,SLC,19/08/2012,20/03/1998,43.827089,-111.779306
locations.csv,"exact latitude, longitude (city)",MADISLA,MADISON PARISH DET CENTER,RT 3 BOX 3,TALLULAH,MADISON,LA,71282,NOL,2003-03-04,2002-03-04,32.393409,-91.204677
locations.csv,"exact latitude, longitude (city)",MADISMS,MADISON COUNTY,2935 HIGHWAY 51,CANTON,MADISON,MS,39046,NOL,2011-11-04,9/12/92,32.643411,-90.023566
locations.csv,"exact latitude, longitude (city)",MADISNE,MADISON COUNTY JAIL,CLARA DAVIS DR,MADISON,MADISON,NE,68748,SPM,20/06/2007,10/4/96,41.8445326,-97.4568932
locations.csv,"exact latitude, longitude (city)",MADISNY,MADISON COUNTY JAIL,138 NORTH COURT STREET,WAMPSVILLE,MADISON,NY,13163,BUF,15/09/2013,24/10/1987,43.080706,-75.707453
locations.csv,"exact latitude, longitude (city)",MAHONOH,MAHONING COUNTY JAIL,110 FIFTH AVENUE,YOUNGSTOWN,MAHONING,OH,44503,DET,29/04/2012,16/01/2004,41.104242,-80.654914
locations.csv,"exact latitude, longitude (city)",MALHCOR,MALHEUR COUNTY JAIL,251 B STREET,VALE,MALHEUR,OR,97918,SEA,2007-02-01,14/06/1999,43.8633413,-117.6107276
locations.csv,"exact latitude, longitude (city)",MANATFL,MANATEE COUNTY DETENTION-ANNEX,11490 HARLEE RD.,PALMETTO,MANATEE,FL,34221,MIA,28/10/2004,18/03/1993,27.641239,-82.535283
locations.csv,"exact latitude, longitude (city)",MANHOLD,MANCHESTER HOLDROOM,811 CANAL STREET,MANCHESTER,HILLSBOROUGH,NH,3101,BOS,29/08/2017,2010-01-11,42.99851926,-71.46659763
locations.csv,"exact latitude, longitude (city)",MANSFTX,MANSFIELD LAW ENFORCEMENT CENTER,1601 HERITAGE PARKWAY,MANSFIELD,TARRANT,TX,76063,DAL,2009-02-04,24/07/1998,32.554109,-97.110843
locations.csv,"exact latitude, longitude (city)",MAPLEOH,MAPLE HEIGHTS CITY JAIL,5373 LEE ROAD,MAPLE HEIGHTS,SUMMIT,OH,44137,DET,30/03/2011,16/12/1999,41.414988,-81.565423
locations.csv,"exact latitude, longitude (city)",MARICOR,MARION COUNTY JAIL,4000 AUMSVILLE HIGHWAY SE,SALEM,MARION,OR,97301,SEA,17/01/2008,21/06/1990,44.891436,-122.9572791
locations.csv,"exact latitude, longitude (city)",MARINCA,MARIN COUNTY,3 PETER BEHR DRIVE,SAN RAFAEL,MARIN,CA,94903,SFR,28/11/2002,29/04/1997,37.99688967,-122.5289549
sarahs research,"county approximate center only (latitude, longitude)",MARIOFL,MARION COUNTY JAIL,,,Marion,FL,,,,,29.178,-82.1511
locations.csv,"exact latitude, longitude (city)",MARIOIN,MARION COUNTY JAIL,40 SOUTH ALABAMA STREET,INDIANAPOLIS,MARION,IN,46204,CHI,2004-11-17,22/12/1993,39.765936,-86.15358438
locations.csv,"exact latitude, longitude (city)",MARSHIA,MARSHALL COUNTY JAIL,2369 JESSUP AVENUE,MARSHALLTOWN,MARSHALL,IA,50158,SPM,2004-11-17,6/2/92,42.010496,-93.05982
locations.csv,"exact latitude, longitude (city)",MARSHMN,MARSHAL COUNTY JAIL,208 E. COLVIN AVE,WARRENTON,MARSHALL,MN,56762,SPM,,,48.195554,-96.768627
locations.csv,"exact latitude, longitude (city)",MARTIFL,MARTIN COUNTY JAIL,800 SOUTHEAST MONTEREY ROAD,STUART,MARTIN,FL,34994,MIA,2011-02-14,6/10/93,27.175606,-80.239852
locations.csv,"exact latitude, longitude (city)",MARTIWA,MARTIN HALL JUVENILE,201 S PINE ST,MEDICAL LAKE,SPOKANE,WA,99022,SEA,14/03/2004,16/03/1998,47.570502,-117.696595
locations.csv,"exact latitude, longitude (city)",MASONWA,MASON COUNTY JAIL,411 NORTH 4TH STREET,SHELTON,MASON,WA,98584,SEA,2005-01-03,2002-01-03,47.21560816,-123.1033484
locations.csv,"exact latitude, longitude (city)",MATEWKS,TEWKSBURY STATE HOSPITAL,918 MAIN STREET,TEWKSBURY,MIDDLESEX,MA,1876,BOS,2005-03-09,20/01/2009,42.613319,-71.23592
locations.csv,"exact latitude, longitude (city)",MATSHOS,TAUNTON STATE HOSPITAL,23 SUMMER STREET,TAUNTON,BRISTOL,MA,2780,BOS,2002-10-17,26/05/2005,41.9009817,-71.0892959
locations.csv,"exact latitude, longitude (city)",MAVERTX,MAVERICK COUNTY JAIL,1051 BALBOA JONES BOULEVARD,EAGLE PASS,MAVERICK,TX,78852,SNA,15/06/2015,4/3/92,28.7193239,-100.4599858
sarahs research,"exact latitude, longitude (city)",MCAHOLD,MCALLEN HOLD ROOM,,Mcallen,Hidalgo,TX,,,,,26.2252,-98.2467
locations.csv,"exact latitude, longitude (city)",MCCDCTX,MCLENNAN COUNTY DETENTION CENTER,520 COLUMBUS AVE,WACO,MCLENNAN,TX,76705,SNA,2010-04-11,2008-02-05,31.55812353,-97.13398424
locations.csv,"exact latitude, longitude (city)",MCCLETX,MCCLELLAN COUNTY JAIL,501 WASHINGTON AVENUE,WACO,MCLENNAN,TX,76701,SNA,23/05/2013,22/07/1999,31.557534,-97.133016
locations.csv,"exact latitude, longitude (city)",MCESTAZ,MARICOPA ESTRELLA - PHO,2939 WEST DURANGO,PHOENIX,MARICOPA,AZ,85009,PHO,18/07/2000,9/3/98,33.42767815,-112.1240951
locations.csv,"exact latitude, longitude (city)",MCFAJAZ,MARICOPA COUNTY JAIL,201 SOUTH 4TH AVENUE,PHOENIX,MARICOPA,AZ,85003,PHO,2012-09-12,2003-10-07,33.4455438,-112.0782984
sarahs research,"exact latitude, longitude (city)",MCHALMN,,,,,MN,,,,,45.6945,-93.9002
locations.csv,"exact latitude, longitude (city)",MCHENIL,MCHENRY COUNTY CORRECTIONAL FACILITY,2200 NORTH SEMINARY AVENUE,WOODSTOCK,MCHENRY,IL,60098,CHI,2004-11-17,24/12/1987,42.3370015,-88.4431677
locations.csv,"exact latitude, longitude (city)",MCINTGA,MCINTOSH COUNTY JAIL,714 HWY 251,DARIEN,MCINTOSH,GA,31305,ATL,14/08/2006,2009-08-06,31.408816,-81.455941
locations.csv,"exact latitude, longitude (city)",MCJUVOH,MULTI COUNTY,815 FAIRCREST STREET SW,CANTON,STARK,OH,44706,DET,2001-08-04,26/09/1997,40.7509224,-81.4018694
locations.csv,"exact latitude, longitude (city)",MCKINNM,MCKINLEY COUNTY ADULT DETENTION,255 S. BOARDMAN,GALLUP,MCKINLEY,NM,87301,ELP,2003-06-07,17/11/2003,35.5021729,-108.7332668
locations.csv,"exact latitude, longitude (city)",MCLBJAZ,MARICOPA LOWER BUCKEYE JAIL- PHO,3250 W LOWER BUCKEYE RD,PHOENIX,MARICOPA,AZ,85009,PHO,,,33.4244736,-112.1296098
locations.csv,"exact latitude, longitude (city)",MCMADAZ,MCSO MADISON FACILITY,225 W. MADISON,PHOENIX,MARICOPA,AZ,85003,PHO,2002-12-04,3/7/91,33.445574,-112.077051
locations.csv,"exact latitude, longitude (city)",MCMEDAZ,MARICOPA MEDICAL CENTER,"1035 E Jefferson St, Suite B, Phoenix, Arizona",PHOENIX,MARICOPA,AZ,85038,PHO,16/05/2013,18/09/1997,33.446667,-112.059446
locations.csv,"exact latitude, longitude (city)",MCSPEAZ,MCSO SPECIAL USE FACILITY,120 S. 1ST AVENUE,PHOENIX,MARICOPA,AZ,85003,PHO,8/10/98,1/10/98,33.44684355,-112.0751886
locations.csv,"exact latitude, longitude (city)",MCTOWAZ,MARICOPA TOWERS - PHO,3127 W. GIBSON LANE,PHOENIX,MARICOPA,AZ,85009,PHO,23/11/1999,20/11/1991,33.42706044,-112.124019
sarahs research,"exact latitude, longitude (city)",MDLNDNE,,,,,NE,,,,,41.4925,-99.9018
locations.csv,"exact latitude, longitude (city)",MEADESD,MEADE COUNTY,1400 MAIN STREET,STURGIS,MEADE,SD,57785,SPM,2003-11-08,28/04/1997,44.41453,-103.515705
locations.csv,"exact latitude, longitude (city)",MECKLN2,MECKLENBURG COUNTY JAIL CENTRAL,801 EAST FOURTH ST,CHARLOTTE,MECKLENBURG,NC,28202,ATL,,,35.220405,-80.836156
locations.csv,"exact latitude, longitude (city)",MECKLNC,MECKLENBURG COUNTY DETENTION CENTER NORTH,5234 SPECTOR DRIVE,CHARLOTTE,MECKLENBURG,NC,28202,ATL,2004-11-17,15/03/1988,35.31491702,-80.84112443
locations.csv,"exact latitude, longitude (city)",MEDHOLD,MEDFORD SUB-OFFICE,310 WEST 6TH STREET,MEDFORD,JACKSON,OR,97501,SEA,25/02/2013,16/10/1995,42.32540398,-122.8769674
locations.csv,"exact latitude, longitude (city)",MEDINOH,MEDINA COUNTY JAIL,555 INDEPENDENCE DRIVE,MEDINA,MEDINA,OH,44256,DET,2011-11-02,12/3/99,41.1280226,-81.88880723
locations.csv,"exact latitude, longitude (city)",MEDINTX,MEDINA COUNTY JAIL,1101 15TH STREET,HONDO,MEDINA,TX,78861,SNA,2004-03-07,13/05/1993,29.351148,-99.141781
sarahs research,"exact latitude, longitude (city)",MEHOSCA,,,,,CA,,,,,36.1162,-119.6816
locations.csv,"exact latitude, longitude (city)",MEJUVTX,MEDINA COUNTY JUVENILE CORRECTIONAL,2516 MCHAUGHTEN DR.,HONDO,MEDINA,TX,78861,SNA,21/02/2007,18/05/1993,29.358365,-99.155305
sarahs research,"exact latitude, longitude (city)",MEMCRCA,,,,,CA,,,,,36.1162,-119.6816
sarahs research,"exact latitude, longitude (city)",MEMHOCA,,,,,CA,,,,,36.1162,-119.6816
locations.csv,"exact latitude, longitude (city)",MEMHOLD,MEMPHIS HOLD ROOM,842 VIRGINIA RUN COVE,MEMPHIS,SHELBY,TN,38122,NOL,24/10/2017,2002-04-10,35.15751129,-89.88252957
locations.csv,"exact latitude, longitude (city)",MEMPHTN,MEMPHIS/SHELBY COUNTY JUVENILE,616 ADAMS AVENUE,MEMPHIS,SHELBY,TN,38105,NOL,2001-11-06,18/04/1987,35.1462884,-90.044533
sarahs research,"exact latitude, longitude (city)",MEMRHFL,,,,,FL,,,,,27.7663,-81.6868
locations.csv,"exact latitude, longitude (city)",MENMJUV,NORTHERN MAINE JUVENILE DETENTION,1182 DOVER ROAD,CHARLESTON,PENOBSCOT,ME,4422,BOS,21/08/2006,18/06/2003,45.09154852,-69.09008712
locations.csv,"exact latitude, longitude (city)",MERCECA,MERCED COUNTY JAIL,"700 W. 22nd St.Merced, CA 95340",MERCED,MERCED,CA,95344,SFR,,,37.307502,-120.483676
locations.csv,"exact latitude, longitude (city)",MERCEPA,MERCER COUNTY,55 THOMPSON ROAD,MERCER,MERCER,PA,16137,PHI,17/07/2008,2011-05-04,41.46044551,-80.21536751
sarahs research,"exact latitude, longitude (city)",MERCYFL,,,,,FL,,,,,27.7663,-81.6868
locations.csv,"exact latitude, longitude (city)",MERRINH,MERRIMACK COUNTY JAIL,326 DANIEL WEBSTER HIGHWAY,BOSCAWAN,MERRIMACK,NH,3301,BOS,2009-09-03,22/09/1994,43.359433,-71.64642
locations.csv,"exact latitude, longitude (city)",MESJACO,MESA COUNTY JAIL,215 RICE STREET,GRAND JUNCTION,MESA,CO,81501,DEN,14/04/2014,1/11/90,39.068602,-108.5740444
sarahs research,Latitude Longitude based only on state,METHOTX,METHODIST HOSPITAL,,,,TX,,,,,31.0545,-97.5635
locations.csv,"exact latitude, longitude (city)",METROFL,METRO DADE JAIL,5680 SOUTHWEST 87TH AVENUE,MIAMI,MIAMI-DADE,FL,33173,MIA,18/09/2008,8/10/88,25.7153218,-80.3360369
locations.csv,"exact latitude, longitude (city)",MEYTHCT,MAINE YOUTH CENTER - LONG CREEK,675 WESTBROOK ST.,SOUTH PORTLAND,CUMBERLAND,ME,4106,BOS,30/09/2017,2002-05-01,43.6395847,-70.3089901
locations.csv,,MGAHOLD,MONTGOMERY HOLD ROOM,UNAVAILABLE,MONTGOMERY,MONTGOMERY,AL,36191,NOL,,,32.8067,-86.7911
sarahs research,"exact latitude, longitude (city)",MHCHSMI,,,,,MI,,,,,43.3266,-84.5361
sarahs research,Latitude Longitude based only on state,MHFSHMN,M HEALTH FAIRVIEW SOUTHDALE HOSP,,,,MN,,,,,45.6945,-93.9002
sarahs research,Latitude Longitude based only on state,MHMSATX,METHODIST HOSPITAL METROPOLITAN,,,,TX,,,,,31.0545,-97.5635
sarahs research,Latitude Longitude based only on state,MHNHHTX,MEMORIAL HERMANN NE HOSP,,,,TX,,,,,31.0545,-97.5635
sarahs research,Latitude Longitude based only on state,MHNSATX,METHODIST HOSPITAL NORTHEAST,,,,TX,,,,,31.0545,-97.5635
sarahs research,"exact latitude, longitude (city)",MHRHOPA,,,,,PA,,,,,40.5908,-77.2098
sarahs research,Latitude Longitude based only on state,MHSOSTX,METHODIST HOSPITAL STONE OAK,,,,TX,,,,,31.0545,-97.5635
sarahs research,Latitude Longitude based only on state,MHTFHOH,MERCY HEALTH - TIFFIN HOSPITAL,,,,OH,,,,,40.3888,-82.7649
sarahs research,Latitude Longitude based only on state,MHTSATX,METHODIST HOSPITAL TEXSAN,,,,TX,,,,,31.0545,-97.5635
locations.csv,"exact latitude, longitude (city)",MIAHOLD,MIAMI DISTRICT,15665 BISCAYNE BOULEVARD,MIAMI,MIAMI-DADE,FL,33160,MIA,2004-11-17,13/08/2004,25.9199582,-80.15496114
locations.csv,"exact latitude, longitude (city)",MICHIRE,CHIPPEWA REGIONAL-KINCHLOE,4269 W M 80,KINCHELOE,COUNTY,MI,49788,DET,,,46.259624,-84.453107
locations.csv,"exact latitude, longitude (city)",MIDBIMA,MIDDLESEX COUNTY (BILLERICA),40 THORNDIKE STREET,CAMBRIDGE,MIDDLESEX,MA,2141,BOS,16/01/2009,2012-01-09,42.36948,-71.0794
locations.csv,"exact latitude, longitude (city)",MIDDLNJ,MIDDLESEX COUNTY JAIL,APPLE ORCHARD ROAD,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,NEW,28/10/2009,12/6/89,40.421388,-74.488991
